Sexo,Edad,Colegio,Ciudad/Cantón,Tiempo libre,Uso de equipos para ver contenido audiovisual,Importancia propia,Compras,Importancia de relaciones sociales,Cratividad ,Vida diaria en redes sociales,R Social mas usada,Por qué la preferencai ,Dispositivo E usado,Info (de que manera buscas),Marca o nombre que se te venga a la cabeza (Video),Marca o nombre que se te venga a la cabeza (musica),Marca o nombre que se te venga a la cabeza (informarte),Marca o nombre que se te venga a la cabeza (entretenimiento),Edad (1 dispositivo electronico),Palabra trabajo ,Al terminar el colegio ,Tener primer trabajo ,Prefeririras ser ,Permanencia en primer trabajo,Aspiraciones salariales,Incentivo de producto (Exclusivo),Incentivo de producto (Reciclado),Incentivo de producto (Aporte al medio ambiente),Incentivo de producto (personalizado),Incentivo de producto (Económico),Pensamiento (A-D),Vinculas éxito personal,Cuanto gastas en un antojo ,Mencion en tus redes sociales ,Puedes llegar a un publico especifico en una red social ,Acpertar difundir contenido en una RS,Demostracion de un producto en publico ,"Informacion de los influencers, piensas:","Toma de decisión, consideras a los influencers ",Que contenido prefieres ver en influencers ,Influencers nacionales,Influencers Nacionales ,Influencers internacionales ,Influencers Internacionales ,Cómo te ves en 10 años ,Estas de acuerdo con: Aborto ,Matrimonio igualitario,Eutanasia,La pena de muerte ,Donación de órganos ,El matrimonio para toda la vida ,La enseñanza religiosa en las escuelas 
Masculino,17,Provincia del Bolivar,Guayaquil ,Ejercicios,Computadora,Estado físico,Indiferente,Acuerdo,6,Necesarias,Facebook,Facilidad de uso,Celular ,Video,Youtube ,Spotify,Periodicos ,Ver television ,14,Vocación ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,De $451 a $550,2,4,5,3,1,Es importante pero hay que pensar también en el presente,Al reconocimiento social ,$5.01 - $10 ,Seguro que sí,Si ,Puede ser a cambio de un producto ,No lo haría,Poco creíble,importante,deporte ,Samara montero ,Michela Pincay,Alex Mirton,Pautips ,con una familia establecida,Imparcial ,No estoy de acuerdo ,Imparcial ,Muy de acuerdo ,Imparcial ,De acuerdo,No estoy de acuerdo 
Femenino,17,Dolores Sucre ,Guayaquil ,Lectura,Computadora,Conocimientos,Indiferente,Acuerdo,8,Necesarias,Twitter,Popularidad,Laptop,Bibliotecas virtuales / repositorios,Youtube ,Youtube ,Google,Facebook,12,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De año y medio a 2 años ,El total del salario basico ,1,2,5,3,4,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente si ,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Poco creíble,Poco importante ,Académico,Geniodemente,Flor Maria Palomeque ,Luisito Comunica ,Kimberly Loaiza ,haciendo estudios de posgrado ,No estoy de acuerdo ,Poco de acuerdo ,No estoy de acuerdo ,Imparcial ,De acuerdo,Muy de acuerdo ,De acuerdo
Femenino,17,Centro Educativo Bilingüe de las Americas ,Guayaquil ,RR.SS.,Celular,Actitud,Indiferente,Acuerdo,6,Necesarias,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Twitter,Instagram ,14,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un empleado en empresa multinacional ,De un año a año y medio ,De $386 a $450,4,1,2,5,3,Es muy importante ahorrar,A logros personales ,$20.01 - $30,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,moda ,Flor Maria Palomeque ,Samara montero ,Kimberly Loaiza ,Alex Mirton,trabajando para ser un buen profesional,Imparcial ,Imparcial ,Imparcial ,Muy de acuerdo ,De acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,17,La Moderna ,Samborondon,internet,Televisón,Habilidades,Acuerdo,Acuerdo,6,Muy necesarias ,Instagram ,Distracción,Laptop,Buscador,Youtube ,Spotify,Google,Facebook,12,Estatus y poder,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un empleado en empresa multinacional ,De 6 meses a un año ,De $386 a $450,5,2,1,4,3,definitivamente no es importante ahorrar,Al factor económico ,$20.01 - $30,Seguro que sí,Si ,No estaría dispuesto,Por el producto y mostrar la imagen personal,Poco creíble,importante,moda ,Geniodemente,Anthony Swag ,Aimee Sang,Luisito Comunica ,viajando por el mundo ,Poco de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,De acuerdo,De acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,17,Inmaculada,Guayaquil ,internet,Celular,Actitud,Total acuerdo,Total acuerdo,10,Muy necesarias ,Instagram ,Popularidad,Celular ,Video,Youtube ,Spotify,Noticias ,Netflix ,11,Desarrollo de conocimiento ,Ambas,De 2 a 3 años después de haberme graduado,Un empleado en empresa multinacional ,De año y medio a 2 años ,Más de $550,1,5,4,2,3,No es importante porque hay que hacer compras necesarias en el presente,Al factor económico ,$10.01 - $20,Seguro que sí,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,muy importante ,moda ,Enfrain Ruales,Los Trix ,German,Luisito Comunica ,viajando por el mundo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Imparcial ,Imparcial ,Imparcial
Masculino,17,Vicente Rocafuerte ,Guayaquil ,internet,Celular,Actitud,Indiferente,Acuerdo,7,Poco necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Instagram ,14,Desarrollo de conocimiento ,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De un año a año y medio ,De $386 a $450,4,5,3,2,1,Es importante pero hay que pensar también en el presente,A logros personales ,$20.01 - $30,Seguro que sí,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Es verdad,importante,viajes,Geniodemente,Samara montero ,Pautips ,Yuya ,haciendo estudios de posgrado ,No estoy de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,De acuerdo,Imparcial ,De acuerdo
Femenino,17,Dolores Sucre ,Guayaquil ,Televisión,Televisón,Estado físico,Indiferente,Acuerdo,6,Necesarias,Instagram ,Distracción,Laptop,Enciclopedias Virtuales,Youtube ,Google ,Instagram ,Google,12,Vocación ,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,Más de 2 años,Más de $550,4,2,5,3,1,Es importante pero hay que pensar también en el presente,A logros académicos ,$1 - $5,Seguro que sí,Si ,Puede ser a cambio de un producto ,No lo haría,Nada creíble  ,importante,Académico,Enfrain Ruales,Geniodemente,Juan de Dios Pantoja,Kimberly Loaiza ,haciendo estudios de posgrado ,No estoy de acuerdo ,No estoy de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,No estoy de acuerdo 
Masculino,17,La Moderna ,Samborondon,Otros ,Celular,Salud mental,Indiferente,Total acuerdo,10,Muy necesarias ,Facebook,Popularidad,Laptop,Redes Sociales,Youtube ,Spotify,Twitter,Ver television ,15,Otra palabra,Solo trabajar ,Apenas esté graduado/a del colegio,Un emprendedor ,Menos de 6 meses ,De $451 a $550,1,5,3,2,4,Es muy importante ahorrar,A logros personales ,$20.01 - $30,Seguro que no ,No ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Es verdad,importante,moda ,Samara montero ,Los Trix ,Luisito Comunica ,Chai Ferragni,viajando por el mundo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,De acuerdo,Muy de acuerdo 
Masculino,17,San Jose La Salle ,Guayaquil ,Lectura,Televisón,Apariencia física,Acuerdo,Total acuerdo,8,Imprescindibles ,Facebook,Facilidad de uso,Laptop,Redes Sociales,Youtube ,Spotify,Google,Netflix ,14,Obligación ,Ninguna ,Al pasar más de 3 años de haberme graduado,Un emprendedor ,Más de 2 años,Más de $550,4,2,5,3,1,Es muy importante ahorrar,A logros personales ,$1 - $5,Seguro que no ,No ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Es verdad,muy importante ,viajes,Gustavo Salinas ,Geniodemente,Ivan Tapia ,Alex Mirton,viajando por el mundo ,Muy de acuerdo ,Muy de acuerdo ,Imparcial ,De acuerdo,Muy de acuerdo ,Muy de acuerdo ,De acuerdo
Masculino,17,Liceo Panamericano,Samborondon,Otros ,Celular,Salud mental,Desacuerdo,Acuerdo,9,Necesarias,Instagram ,Popularidad,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Spotify,Instagram ,Facebook,16,Obligación ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De año y medio a 2 años ,De $386 a $450,1,2,4,3,5,Es muy importante ahorrar,Al factor económico ,$10.01 - $20,Probablemente si ,Si ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Es verdad,importante,Tecnología,Geniodemente,Correa ,Luisito Comunica ,Alex Mirton,viajando por el mundo ,Imparcial ,No estoy de acuerdo ,Imparcial ,Muy de acuerdo ,De acuerdo,Imparcial ,Muy de acuerdo 
Masculino,17,Luz de Oriente ,Guayaquil ,internet,Televisón,Habilidades,Total desacuerdo,Indiferente,5,Poco necesarias,Facebook,Privacidad,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Spotify,Instagram ,Youtube ,8,Dinero,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,El total del salario basico ,2,5,4,3,1,Es muy importante ahorrar,A logros personales ,$20.01 - $30,Seguro que sí,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Es verdad,Poco importante ,deporte ,Correa ,Gustavo Salinas ,Alex Mirton,German,viajando por el mundo ,Imparcial ,Imparcial ,De acuerdo,De acuerdo,Muy de acuerdo ,De acuerdo,Imparcial
Femenino,17,Dolores Sucre ,Guayaquil ,Lectura,Tablet,Conocimientos,Total acuerdo,Total acuerdo,9,Imprescindibles ,Instagram ,Popularidad,Ipod,Buscador,Youtube ,Spotify,Facebook,Netflix ,15,Estatus y poder,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,El total del salario basico ,4,3,1,2,5,Es muy importante ahorrar,Al factor económico ,$1 - $5,Seguro que sí,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Es verdad,importante,Tecnología,Gustavo Salinas ,Correa ,Sebastian Villalobos ,Yuya ,trabajando para ser un buen profesional,De acuerdo,Muy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,De acuerdo,De acuerdo,Imparcial
Masculino,17,Dolores Sucre ,Guayaquil ,internet,Computadora,Habilidades,Acuerdo,Acuerdo,7,Necesarias,Facebook,Distracción,PC/ computadora de escritorio ,Enciclopedias Virtuales,Facebook,Google ,Google,Instagram ,17,Vocación ,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un emprendedor ,Más de 2 años,Más de $550,5,4,3,1,4,Es muy importante ahorrar,Al factor económico ,$1 - $5,Seguro que no ,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Lo tomas en consideración ,importante,comida,Quecomersambo,Enfrain Ruales,Chai Ferragni,Yuya ,haciendo estudios de posgrado ,Imparcial ,Imparcial ,Imparcial ,Imparcial ,Imparcial ,Imparcial ,Imparcial
Masculino,17,Febres Cordero,Guayaquil ,internet,Televisón,Habilidades,Acuerdo,Acuerdo,8,Muy necesarias ,Instagram ,Facilidad de uso,Laptop,Bibliotecas virtuales / repositorios,Youtube ,Youtube ,Facebook,Facebook,15,Estatus y poder,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,De $451 a $550,5,3,4,4,3,Es muy importante ahorrar,A logros personales ,$10.01 - $20,Seguro que sí,Si ,Tal vez por algo extra (Dinero),"Si, solo por el producto ",Poco creíble,importante,deporte ,Jose Gabriel ,Logan y Logan ,Alex Mirton,Pautips ,viajando por el mundo ,Poco de acuerdo ,No estoy de acuerdo ,De acuerdo,Imparcial ,De acuerdo,De acuerdo,Muy de acuerdo 
Femenino,17,Aleman Humboldt,Guayaquil ,RR.SS.,Computadora,Conocimientos,Desacuerdo,Desacuerdo ,9,Necesarias,Twitter,Privacidad,Laptop,Bibliotecas virtuales / repositorios,Google ,Spotify,Noticias ,Netflix ,12,Desarrollo de conocimiento ,Ambas,Apenas esté graduado/a del colegio,Un empleado en una empresa local,Más de 2 años,El total del salario basico ,3,1,5,4,2,No es importante porque hay que hacer compras necesarias en el presente,Al reconocimiento social ,$5.01 - $10 ,Probablemente si ,Si ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Lo tomas en consideración ,importante,comida,Felipe Crespo ,Enfrain Ruales,Pautips ,Yuya ,con una familia establecida,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,Poco de acuerdo 
Masculino,17,Javier,Guayaquil ,RR.SS.,Computadora,Habilidades,Indiferente,Indiferente,6,Muy necesarias ,Instagram ,Facilidad de uso,Celular ,Redes Sociales,Youtube ,Youtube ,Facebook,Instagram ,12,Desarrollo de conocimiento ,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa familiar,De un año a año y medio ,De $386 a $450,2,3,4,1,5,Es muy importante ahorrar,Al factor económico ,$10.01 - $20,Probablemente no ,No ,No estaría dispuesto,No lo haría,Poco creíble,Poco importante ,Tecnología,Michela Pincay,Samara montero ,Alex Mirton,Aimee Sang,viajando por el mundo ,No estoy de acuerdo ,Poco de acuerdo ,Imparcial ,Imparcial ,De acuerdo,Muy de acuerdo ,Muy de acuerdo 
Femenino,18,Nuevo Mundo ,Samborondon,internet,Televisón,Habilidades,Desacuerdo,Acuerdo,5,Muy necesarias ,Instagram ,Popularidad,Celular ,Buscador,Youtube ,Spotify,Google,Youtube ,14,Dinero,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De un año a año y medio ,Más de $550,5,1,3,4,2,Es importante pero hay que pensar también en el presente,A logros académicos ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Es verdad,Poco importante ,moda ,Samara montero ,Quecomersambo,Luisito Comunica ,Sofia Castro ,trabajando para ser un buen profesional,De acuerdo,Poco de acuerdo ,Poco de acuerdo ,No estoy de acuerdo ,De acuerdo,De acuerdo,De acuerdo
Femenino,18,Inmaculada,Guayaquil ,Cine,Celular,Salud mental,Total acuerdo,Total acuerdo,9,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Netflix ,13,Dinero,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un empleado en una empresa local,De 6 meses a un año ,De $386 a $450,4,3,1,5,2,Es muy importante ahorrar,A logros personales ,$5.01 - $10 ,Seguro que sí,Si ,Puede ser a cambio de un producto ,No lo haría,Es verdad,muy importante ,comida,Geniodemente,Anthony Swag ,Ivan Tapia ,Chai Ferragni,haciendo estudios de posgrado ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Muy de acuerdo ,Muy de acuerdo ,Imparcial
Masculino,18,Carlos Julio Arosemena Tola ,Guayaquil ,internet,Celular,Conocimientos,Indiferente,Total acuerdo,6,Muy necesarias ,Instagram ,Distracción,Celular ,Buscador,Youtube ,Spotify,Google,Youtube ,11,Aspiración,Solo estudiar ,Apenas esté graduado/a del colegio,Un empleado en una empresa familiar,De 6 meses a un año ,De $386 a $450,3,1,4,2,5,Es muy importante ahorrar,Al reconocimiento social ,$5.01 - $10 ,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,muy importante ,Tecnología,Gabriela Pazmiño ,Geniodemente,Sheryl Rubio,Sofia Castro ,trabajando para ser un buen profesional,No estoy de acuerdo ,Muy de acuerdo ,De acuerdo,Muy de acuerdo ,Muy de acuerdo ,Imparcial ,Imparcial
Femenino,18,Dolores Sucre ,Guayaquil ,Cine,Computadora,Actitud,Indiferente,Acuerdo,8,Necesarias,Facebook,Distracción,PC/ computadora de escritorio ,Enciclopedias Virtuales,Netflix,Youtube ,Google,Facebook,13,Dinero,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un empleado en una empresa local,De un año a año y medio ,El total del salario basico ,4,1,2,5,3,Es importante pero hay que pensar también en el presente,A logros personales ,$10.01 - $20,Probablemente no ,Si ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Poco creíble,Poco importante ,deporte ,Logan y Logan ,Abdala ,Juanpa Zurita ,German,haciendo estudios de posgrado ,De acuerdo,De acuerdo,Imparcial ,Imparcial ,De acuerdo,De acuerdo,Poco de acuerdo 
Masculino,18,Centro Educativo Bilingüe de las Americas ,Guayaquil ,Televisión,Televisón,Conocimientos,Acuerdo,Acuerdo,8,Necesarias,Instagram ,Popularidad,Celular ,Video,Youtube ,Youtube ,Facebook,Netflix ,15,Desarrollo de conocimiento ,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un empleado en una empresa familiar,De un año a año y medio ,De $386 a $450,1,2,4,5,3,Es importante pero hay que pensar también en el presente,Al reconocimiento social ,$20.01 - $30,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,moda ,Flor Maria Palomeque ,Samara montero ,Aimee Sang,Luisito Comunica ,con una familia establecida,Poco de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,Imparcial ,Imparcial ,De acuerdo,De acuerdo
Femenino,18,Inmaculada,Guayaquil ,internet,Computadora,Conocimientos,Indiferente,Total acuerdo,7,Necesarias,Facebook,Popularidad,Celular ,Bibliotecas virtuales / repositorios,Youtube ,Youtube ,Google,Netflix ,10,Obligación ,Ambas,Al pasar más de 3 años de haberme graduado,Un emprendedor ,De 6 meses a un año ,De $386 a $450,4,3,2,5,1,Es muy importante ahorrar,A logros personales ,$20.01 - $30,Probablemente si ,Si ,No estaría dispuesto,Por el producto y mostrar la imagen personal,Poco creíble,Poco importante ,viajes,Geniodemente,Anthony Swag ,Aimee Sang,Luisito Comunica ,viajando por el mundo ,No estoy de acuerdo ,No estoy de acuerdo ,Poco de acuerdo ,Poco de acuerdo ,Imparcial ,De acuerdo,Muy de acuerdo 
Femenino,18,Dolores Sucre ,Guayaquil ,Lectura,Celular,Conocimientos,Indiferente,Acuerdo,8,Necesarias,Instagram ,Distracción,Celular ,otros ,Youtube ,Spotify,Periodicos ,Ver television ,15,Libertad,Solo estudiar ,de 1 a 2 años despues de haberme graduado,Un emprendedor ,De 6 meses a un año ,El total del salario basico ,5,4,3,2,1,Es muy importante ahorrar,A logros personales ,$1 - $5,Probablemente si ,No ,Puede ser a cambio de un producto ,Por el producto y algo de dinero ,Lo tomas en consideración ,Poco importante ,Académico,Samara montero ,Anthony Swag ,Sheryl Rubio,Pautips ,viajando por el mundo ,No estoy de acuerdo ,Imparcial ,Poco de acuerdo ,De acuerdo,Muy de acuerdo ,Muy de acuerdo ,De acuerdo
Femenino,18,Espiritu Santo ,Guayaquil ,RR.SS.,Celular,Conocimientos,Indiferente,Total acuerdo,7,Poco necesarias,Facebook,Facilidad de uso,Celular ,Buscador,Youtube ,Google ,Google,Instagram ,14,Aspiración,Ambas,de 1 a 2 años despues de haberme graduado,Un emprendedor ,Más de 2 años,De $386 a $450,3,2,1,5,4,Es muy importante ahorrar,Al reconocimiento social ,$1 - $5,Probablemente si ,Si ,No estaría dispuesto,No lo haría,Lo tomas en consideración ,importante,Académico,Gabriela Pazmiño ,Geniodemente,Juanpa Zurita ,Juan de Dios Pantoja,trabajando para ser un buen profesional,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,Muy de acuerdo ,Muy de acuerdo 
Masculino,18,Americano,Guayaquil ,Ejercicios,Celular,Salud mental,Acuerdo,Acuerdo,9,Necesarias,Facebook,Facilidad de uso,Celular ,Redes Sociales,Youtube ,Instagram ,Facebook,Facebook,16,Dinero,Ambas,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,Más de $550,2,4,3,5,1,Es muy importante ahorrar,Al factor económico ,$1 - $5,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,muy importante ,Tecnología,Enfrain Ruales,Michela Pincay,Chai Ferragni,Alex Mirton,viajando por el mundo ,Imparcial ,Poco de acuerdo ,Imparcial ,Muy de acuerdo ,No estoy de acuerdo ,Imparcial ,De acuerdo
Femenino,18,Santa Mariana de Jesus ,Guayaquil ,RR.SS.,Celular,Conocimientos,Acuerdo,Acuerdo,8,Necesarias,Facebook,Distracción,Celular ,Buscador,Youtube ,Youtube ,Google,Facebook,12,Dinero,Solo estudiar ,De 6 meses a un año de haberme graduado ,Un emprendedor ,De un año a año y medio ,Menos que el salario básico unificado ,1,4,5,3,2,Es muy importante ahorrar,A logros académicos ,$10.01 - $20,Probablemente si ,Si ,Tal vez por algo extra (Dinero),Por el producto y algo de dinero ,Lo tomas en consideración ,importante,moda ,Felipe Crespo ,Enfrain Ruales,Luisito Comunica ,Juan de Dios Pantoja,trabajando para ser un buen profesional,Imparcial ,Poco de acuerdo ,Poco de acuerdo ,De acuerdo,De acuerdo,Muy de acuerdo ,Imparcial
Femenino,18,Espiritu Santo ,Guayaquil ,Lectura,Computadora,Habilidades,Total desacuerdo,Total acuerdo,8,Imprescindibles ,Facebook,Popularidad,PC/ computadora de escritorio ,Enciclopedias Virtuales,Youtube ,Youtube ,Facebook,Ver television ,14,Aspiración,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,Menos de 6 meses ,Menos que el salario básico unificado ,3,4,5,2,1,Es muy importante ahorrar,A logros personales ,$1 - $5,Probablemente no ,No ,Puede ser a cambio de un producto ,"Si, solo por el producto ",Lo tomas en consideración ,importante,Tecnología,Samara montero ,Geniodemente,Luisito Comunica ,Kimberly Loaiza ,haciendo estudios de posgrado ,No estoy de acuerdo ,No estoy de acuerdo ,De acuerdo,De acuerdo,Muy de acuerdo ,Muy de acuerdo ,Imparcial
Femenino,18,Miraflores,Guayaquil ,RR.SS.,Celular,Habilidades,Total acuerdo,Desacuerdo ,10,Muy necesarias ,Instagram ,Popularidad,Celular ,Redes Sociales,Youtube ,Youtube ,Instagram ,Instagram ,17,Obligación ,Ambas,Apenas esté graduado/a del colegio,Un emprendedor ,De 6 meses a un año ,Más de $550,1,5,4,3,2,Es muy importante ahorrar,Al factor económico ,$20.01 - $30,Probablemente no ,No ,Tal vez por algo extra (Dinero),Por el producto y mostrar la imagen personal,Lo tomas en consideración ,importante,deporte ,Geniodemente,Correa ,Luisito Comunica ,Ivan Tapia ,con una familia establecida,Muy de acuerdo ,De acuerdo,Imparcial ,De acuerdo,De acuerdo,Imparcial ,De acuerdo
